   state_name   |             name             |  type   
    94559 | NAPA             | Napa                              |     0.98
    94560 | NEWARK           | Newark                            |     1.18
    94561 | OAKLEY           | Oakley                            |     0.83
    94563 | ORINDA           | Orinda                            |     0.28
    94564 | PINOLE           | Bayview-Montalvin                 |     1.90
    94564 | PINOLE           | Hercules                          |     1.66
    94564 | PINOLE           | Pinole                            |     1.81
    94564 | PINOLE           | Tara Hills                        |     1.61
    94565 | SHORE ACRES      | Pittsburg                         |     1.00
    94565 | SHORE ACRES      | West Pittsburg                    |     3.78
    94566 | PLEASANTON       | Pleasanton                        |     0.85
    94568 | DUBLIN           | Dublin                            |     0.68
    94571 | RIO VISTA        | Rio Vista                         |     0.38
    94574 | SAINT HELENA     | Deer Park                         |     1.33
    94574 | SAINT HELENA     | St. Helena                        |     0.64
    94577 | SAN LEANDRO      | San Leandro                       |     1.07
    94578 | SAN LEANDRO      | Ashland                           |     0.69
    94580 | SAN LORENZO      | San Lorenzo                       |     0.25
    94583 | SAN RAMON        | San Ramon                         |     0.10
    94585 | SUISUN CITY      | Fairfield                         |     0.79
    94585 | SUISUN CITY      | Suisun City                       |     1.73
    94587 | UNION CITY       | Union City                        |     1.97
    94589 | AMERICAN CANYON  | American Canyon                   |     1.79
    94590 | VALLEJO          | Vallejo                           |     0.90
    94596 | WALNUT CREEK     | Walnut Creek                      |     0.78
    94599 | YOUNTVILLE       | Yountville                        |     0.97
    94601 | OAKLAND          | Oakland                           |     0.74
    94608 | EMERYVILLE       | Emeryville                        |     1.02
    94611 | PIEDMONT         | Piedmont                          |     0.37
    94706 | ALBANY           | Albany                            |     1.69
    94707 | KENSINGTON       | Kensington                        |     1.02
    94710 | BERKELEY         | Berkeley                          |     0.17
    94801 | RICHMOND         | Richmond                          |     0.76
    94803 | EL SOBRANTE      | El Sobrante                       |     0.51
    94805 | RICHMOND         | East Richmond Heights             |     0.63
    94806 | SAN PABLO        | San Pablo                         |     0.76
    94901 | SAN RAFAEL       | San Rafael                        |     0.84
    94903 | CIVIC CENTER     | Lucas Valley-Marinwood            |     1.73
    94903 | CIVIC CENTER     | Santa Venetia                     |     2.24
    94904 | KENTFIELD        | Kentfield                         |     0.63
    94904 | KENTFIELD        | Ross                              |     1.53
    94920 | BELVEDERE        | Belvedere                         |     1.25
    94920 | BELVEDERE        | Tiburon                           |     0.87
    94923 | BODEGA BAY       | Bodega Bay                        |     0.68
    94924 | BOLINAS          | Bolinas                           |     0.20
    94925 | CORTE MADERA     | Corte Madera                      |     0.33
    94928 | ROHNERT PARK     | Rohnert Park                      |     0.20
    94930 | FAIRFAX          | Fairfax                           |     0.02
    94931 | COTATI           | Cotati                            |     0.28
    94933 | FOREST KNOLLS    | Lagunitas-Forest Knolls           |     0.26
    94937 | INVERNESS        | Inverness                         |     0.84
    94939 | LARKSPUR         | Larkspur                          |     0.48
    94941 | MILL VALLEY      | Mill Valley                       |     0.90
    94941 | MILL VALLEY      | Strawberry                        |     1.40
    94941 | MILL VALLEY      | Tamalpais-Homestead Valley        |     0.57
    94947 | NOVATO           | Novato                            |     1.47
    94954 | PETALUMA         | Petaluma                          |     0.83
    94960 | SAN ANSELMO      | San Anselmo                       |     0.18
    94965 | SAUSALITO        | Sausalito                         |     0.23
    94973 | WOODACRE         | Woodacre                          |     0.21
    95003 | APTOS            | Aptos                             |     0.99
    95003 | APTOS            | Day Valley                        |     4.20
    95003 | APTOS            | Rio del Mar                       |     1.46
    95004 | AROMAS           | Aromas                            |     0.08
    95005 | BEN LOMOND       | Ben Lomond                        |     1.16
    95006 | BOULDER CREEK    | Boulder Creek                     |     0.88
    95008 | CAMPBELL         | Campbell                          |     0.14
    95010 | CAPITOLA         | Capitola                          |     0.10
    95012 | CASTROVILLE      | Castroville                       |     0.55
    95012 | CASTROVILLE      | Elkhorn                           |     3.11
    95014 | MONTE VISTA      | Cupertino                         |     0.51
    95018 | FELTON           | Felton                            |     1.48
    95019 | FREEDOM          | Aptos Hills-Larkin Valley         |     3.32
    95019 | FREEDOM          | Corralitos                        |     4.22
    95019 | FREEDOM          | Freedom                           |     0.72
    95019 | FREEDOM          | Interlaken                        |     2.57
    95020 | GILROY           | Gilroy                            |     0.40
    95023 | HOLLISTER        | Hollister                         |     0.80
    95030 | MONTE SERENO     | Lexington Hills                   |     3.18
    95030 | MONTE SERENO     | Monte Sereno                      |     1.87
    95032 | LOS GATOS        | Los Gatos                         |     0.52
    95035 | MILPITAS         | Milpitas                          |     0.14
    95037 | MORGAN HILL      | Morgan Hill                       |     0.37
    95045 | SAN JUAN BAUTIST | San Juan Bautista                 |     0.35
    95046 | SAN MARTIN       | San Martin                        |     0.54
    95050 | SANTA CLARA      | Santa Clara                       |     1.37
    95060 | SCOTTS VALLEY    | Santa Cruz                        |     0.78
    95062 | SANTA CRUZ       | Live Oak                          |     0.91
    95062 | SANTA CRUZ       | Opal Cliffs                       |     1.35
    95062 | SANTA CRUZ       | Twin Lakes                        |     0.75
    95066 | SCOTTS VALLEY    | Scotts Valley                     |     0.39
    95070 | SARATOGA         | Saratoga                          |     0.43
    95073 | SOQUEL           | Soquel                            |     0.68
    95076 | LA SELVA BEACH   | Las Lomas                         |     3.90
    95076 | LA SELVA BEACH   | Pajaro                            |     1.84
    95076 | LA SELVA BEACH   | Watsonville                       |     0.29
    95122 | SAN JOSE         | San Jose                          |     1.90
    95124 | SAN JOSE         | Cambrian Park                     |     0.38
    95127 | SAN JOSE         | East Foothills                    |     1.01
    95128 | SAN JOSE         | Burbank                           |     0.18
    95129 | SAN JOSE         | Rancho Rinconada                  |     0.57
    95204 | STOCKTON         | Country Club                      |     1.34
    95204 | STOCKTON         | Stockton                          |     0.55
    95205 | STOCKTON         | August                            |     1.21
    95207 | STOCKTON         | Lincoln Village                   |     0.70
    95212 | STOCKTON         | Morada                            |     0.30
    95215 | STOCKTON         | Garden Acres                      |     0.76
    95222 | ANGELS CAMP      | Angels                            |     0.86
    95223 | BEAR VALLEY      | Arnold                            |     1.58
    95231 | FRENCH CAMP      | French Camp                       |     0.39
    95236 | LINDEN           | Linden                            |     1.37
    95237 | LOCKEFORD        | Lockeford                         |     1.28
    95242 | LODI             | Lodi                              |     1.13
    95247 | MURPHYS          | Murphys                           |     1.69
    95249 | SAN ANDREAS      | San Andreas                       |     0.36
    95258 | WOODBRIDGE       | Woodbridge                        |     0.72
    95301 | ATWATER          | Atwater                           |     0.05
    95307 | CERES            | Ceres                             |     0.83
    95307 | CERES            | Keyes                             |     2.37
    95310 | COLUMBIA         | Columbia                          |     0.90
    95315 | DELHI            | Delhi                             |     0.38
    95316 | DENAIR           | Denair                            |     0.63
    95320 | ESCALON          | Escalon                           |     1.06
    95321 | GROVELAND        | Groveland-Big Oak Flat            |     0.40
    95322 | GUSTINE          | Gustine                           |     0.89
    95324 | HILMAR           | Hilmar-Irwin                      |     0.35
    95326 | HUGHSON          | Hughson                           |     0.45
    95330 | LATHROP          | Lathrop                           |     0.32
    95333 | LE GRAND         | Le Grand                          |     1.12
    95334 | LIVINGSTON       | Livingston                        |     0.85
    95336 | MANTECA          | Manteca                           |     0.51
    95338 | MARIPOSA         | Bootjack                          |     2.36
    95338 | MARIPOSA         | Mariposa                          |     4.09
    95340 | RED TOP          | Merced                            |     1.25
    95350 | MODESTO          | Modesto                           |     1.36
    95360 | NEWMAN           | Newman                            |     0.29
    95361 | KNIGHTS FERRY    | Oakdale                           |     0.50
    95363 | PATTERSON        | Patterson                         |     1.31
    95366 | RIPON            | Ripon                             |     1.24
    95367 | RIVERBANK        | Riverbank                         |     0.11
    95368 | SALIDA           | Salida                            |     0.32
    95370 | SONORA           | East Sonora                       |     1.02
    95370 | SONORA           | Jamestown                         |     4.76
    95370 | SONORA           | Phoenix Lake-Cedar Ridge          |     2.73
    95370 | SONORA           | Sonora                            |     2.43
    95372 | SOULSBYVILLE     | Mono Vista                        |     1.36
    95372 | SOULSBYVILLE     | Soulsbyville                      |     0.01
    95376 | TRACY            | Tracy                             |     0.73
    95379 | TUOLUMNE         | Tuolumne City                     |     0.59
    95380 | TURLOCK          | Turlock                           |     0.09
    95383 | TWAIN HARTE      | Mi-Wuk Village                    |     2.26
    95383 | TWAIN HARTE      | Twain Harte                       |     0.95
    95386 | WATERFORD        | Waterford                         |     0.68
    95388 | WINTON           | Winton                            |     0.49
    95404 | SANTA ROSA       | Santa Rosa                        |     0.60
    95407 | SANTA ROSA       | Roseland                          |     0.76
    95407 | SANTA ROSA       | South Santa Rosa                  |     0.38
    95422 | CLEARLAKE        | Clearlake                         |     0.25
    95422 | CLEARLAKE        | Lower Lake                        |     3.38
    95423 | CLEARLAKE OAKS   | Clearlake Oaks                    |     0.85
    95425 | CLOVERDALE       | Cloverdale                        |     0.30
    95428 | COVELO           | Covelo                            |     1.70
    95436 | FORESTVILLE      | Forestville                       |     0.70
    95437 | FORT BRAGG       | Fort Bragg                        |     0.82
    95439 | FULTON           | Larkfield-Wikiup                  |     1.77
    95442 | GLEN ELLEN       | Eldridge                          |     1.99
    95442 | GLEN ELLEN       | Glen Ellen                        |     1.02
    95444 | GRATON           | Graton                            |     0.20
    95446 | GUERNEVILLE      | Guerneville                       |     0.51
    95448 | HEALDSBURG       | Healdsburg                        |     0.38
    95451 | KELSEYVILLE      | Kelseyville                       |     2.38
    95453 | LAKEPORT         | Lakeport                          |     0.90
    95454 | LAYTONVILLE      | Laytonville                       |     0.63
    95457 | LOWER LAKE       | Hidden Valley Lake                |     4.65
    95458 | LUCERNE          | Lucerne                           |     1.49
    95462 | RUSSIAN RIVER MD | Monte Rio                         |     0.45
    95464 | NICE             | Nice                              |     0.47
    95465 | OCCIDENTAL       | Occidental                        |     2.66
    95468 | POINT ARENA      | Point Arena                       |     1.59
    95472 | FREESTONE        | Sebastopol                        |     0.84
    95476 | SONOMA           | Boyes Hot Springs                 |     1.34
    95476 | SONOMA           | El Verano                         |     0.89
    95476 | SONOMA           | Fetters Hot Springs-Agua Caliente |     1.83
    95476 | SONOMA           | Sonoma                            |     0.80
    95476 | SONOMA           | Temelec                           |     3.10
    95482 | UKIAH            | Ukiah                             |     0.61
    95490 | WILLITS          | Willits                           |     0.45
    95492 | WINDSOR          | Windsor                           |     0.38
    95501 | EUREKA           | Bayview                           |     1.27
    95501 | EUREKA           | Cutten                            |     0.92
    95501 | EUREKA           | Eureka                            |     1.29
    95501 | EUREKA           | Humboldt Hill                     |     3.76
    95501 | EUREKA           | Myrtletown                        |     1.61
    95501 | EUREKA           | Pine Hills                        |     2.89
    95521 | MC KINLEYVILLE   | Arcata                            |     2.50
    95521 | MC KINLEYVILLE   | McKinleyville                     |     3.70
    95524 | BAYSIDE          | Blue Lake                         |     4.30
    95531 | CRESCENT CITY    | Crescent City                     |     2.32
    95531 | CRESCENT CITY    | Crescent City North               |     2.31
    95536 | FERNDALE         | Ferndale                          |     0.54
    95540 | FORTUNA          | Fortuna                           |     0.08
    95547 | HYDESVILLE       | Hydesville                        |     0.15
    95548 | KLAMATH          | Klamath                           |     2.30
    95560 | REDWAY           | Redway                            |     1.38
    95562 | RIO DELL         | Rio Dell                          |     0.39
    95570 | WESTHAVEN        | Trinidad                          |     2.91
    95570 | WESTHAVEN        | Westhaven-Moonstone               |     3.10
    95573 | WILLOW CREEK     | Willow Creek                      |     4.20
    95603 | AUBURN           | Auburn                            |     2.48
    95603 | AUBURN           | North Auburn                      |     0.28
    95608 | CARMICHAEL       | Carmichael                        |     0.64
    95610 | CITRUS HEIGHTS   | Citrus Heights                    |     0.94
    95616 | DAVIS            | Davis                             |     0.66
    95619 | DIAMOND SPRINGS  | Diamond Springs                   |     1.72
    95620 | LIBERTY FARMS    | Dixon                             |     1.03
    95624 | ELK GROVE        | Elk Grove                         |     0.90
    95627 | ESPARTO          | Esparto                           |     0.03
    95628 | FAIR OAKS        | Fair Oaks                         |     0.87
    95630 | EL DORADO HILLS  | El Dorado Hills                   |     3.15
    95630 | EL DORADO HILLS  | Folsom                            |     0.80
    95631 | FORESTHILL       | Foresthill                        |     1.53
    95632 | GALT             | Galt                              |     0.40
    95640 | IONE             | Ione                              |     0.53
    95641 | ISLETON          | Isleton                           |     0.41
    95642 | JACKSON          | Jackson                           |     1.09
    95648 | LINCOLN          | Lincoln                           |     1.15
    95650 | LOOMIS           | Loomis                            |     1.30
    95655 | MATHER AFB       | Mather AFB                        |     0.28
    95660 | NORTH HIGHLANDS  | North Highlands                   |     1.44
    95662 | ORANGEVALE       | Orangevale                        |     0.49
    95667 | PLACERVILLE      | Placerville                       |     0.86
    95669 | PLYMOUTH         | Plymouth                          |     1.49
    95670 | GOLD RIVER       | Rancho Cordova                    |     0.72
    95673 | RIO LINDA        | Rio Linda                         |     0.69
    95677 | ROCKLIN          | Rocklin                           |     0.73
    95678 | ROSEVILLE        | Roseville                         |     0.77
    95682 | CAMERON PARK     | Cameron Park                      |     1.24
    95682 | CAMERON PARK     | Shingle Springs                   |     1.94
    95683 | RANCHO MURIETA   | Rancho Murieta                    |     1.99
    95685 | SUTTER CREEK     | Amador City                       |     2.00
    95685 | SUTTER CREEK     | Sutter Creek                      |     2.10
    95687 | VACAVILLE        | Vacaville                         |     1.39
    95691 | WEST SACRAMENTO  | West Sacramento                   |     0.87
    95692 | WHEATLAND        | Wheatland                         |     0.48
    95693 | WILTON           | Wilton                            |     1.06
    95694 | WINTERS          | Winters                           |     0.35
    95695 | WOODLAND         | Woodland                          |     0.69
    95713 | IOWA HILL        | Colfax                            |     1.29
    95722 | MEADOW VISTA     | Lake Of The Pines                 |     2.90
    95722 | MEADOW VISTA     | Meadow Vista                      |     0.10
    95726 | PACIFIC HOUSE    | Pollock Pines                     |     0.88
    95758 | ELK GROVE        | Laguna                            |     1.21
    95816 | SACRAMENTO       | Sacramento                        |     0.40
    95824 | SACRAMENTO       | Parkway-South Sacramento          |     0.82
    95826 | SACRAMENTO       | La Riviera                        |     1.13
    95826 | SACRAMENTO       | Rosemont                          |     1.07
    95828 | SACRAMENTO       | Florin                            |     0.49
    95842 | SACRAMENTO       | Foothill Farms                    |     0.69
    95864 | SACRAMENTO       | Arden-Arcade                      |     0.90
    95901 | MARYSVILLE       | Linda                             |     2.11
    95912 | ARBUCKLE         | Arbuckle                          |     1.75
    95917 | BIGGS            | Biggs                             |     0.70
    95918 | BROWNS VALLEY    | Loma Rica                         |     3.64
    95919 | BROWNSVILLE      | Challenge-Brownsville             |     0.62
    95928 | CHICO            | Chico                             |     1.70
    95932 | COLUSA           | Colusa                            |     0.47
    95938 | DURHAM           | Durham                            |     3.39
    95945 | GRASS VALLEY     | Grass Valley                      |     1.37
    95946 | PENN VALLEY      | Penn Valley                       |     1.53
    95947 | GREENVILLE       | Greenville                        |     0.71
    95948 | GRIDLEY          | Gridley                           |     0.47
    95949 | GRASS VALLEY     | Alta Sierra                       |     1.60
    95953 | LIVE OAK         | Live Oak                          |     0.47
    95954 | MAGALIA          | Magalia                           |     0.75
    95959 | NEVADA CITY      | Nevada City                       |     1.02
    95961 | OLIVEHURST       | Olivehurst                        |     0.37
    95963 | ORLAND           | Orland                            |     1.52
    95965 | PULGA            | Oroville                          |     2.21
    95965 | PULGA            | Thermalito                        |     3.21
    95966 | OROVILLE         | Oroville East                     |     1.96
    95966 | OROVILLE         | South Oroville                    |     1.71
    95968 | PALERMO          | Palermo                           |     0.77
    95969 | PARADISE         | Paradise                          |     0.24
    95971 | QUINCY           | Quincy-East Quincy                |     1.17
    95982 | SUTTER           | Sutter                            |     0.80
    95987 | WILLIAMS         | Williams                          |     1.39
    95988 | WILLOWS          | Willows                           |     0.53
    95991 | YUBA CITY        | Marysville                        |     2.57
    95991 | YUBA CITY        | South Yuba City                   |     1.18
    95991 | YUBA CITY        | Yuba City                         |     0.47
    95993 | YUBA CITY        | Tierra Buena                      |     2.15
    96002 | REDDING          | Redding                           |     2.26
    96007 | ANDERSON         | Anderson                          |     1.82
    96013 | BURNEY           | Burney                            |     1.00
    96019 | SHASTA LAKE      | Central Valley                    |     0.49
    96020 | CHESTER          | Chester                           |     0.36
    96021 | CORNING          | Corning                           |     0.75
    96022 | COTTONWOOD       | Cottonwood                        |     3.28
    96025 | DUNSMUIR         | Dunsmuir                          |     1.43
    96027 | SAWYERS BAR      | Etna                              |     1.24
    96032 | FORT JONES       | Fort Jones                        |     2.29
    96035 | GERBER           | Gerber-Las Flores                 |     1.48
    96041 | HAYFORK          | Hayfork                           |     2.51
    96052 | LEWISTON         | Lewiston                          |     3.77
    96055 | LOS MOLINOS      | Los Molinos                       |     1.49
    96055 | LOS MOLINOS      | Tehama                            |     2.19
    96057 | MCCLOUD          | McCloud                           |     0.18
    96064 | MONTAGUE         | Montague                          |     3.31
    96067 | MOUNT SHASTA     | Mount Shasta                      |     0.58
    96080 | RED BLUFF        | Red Bluff                         |     0.40
    96093 | WEAVERVILLE      | Weaverville                       |     2.59
    96094 | EDGEWOOD         | Weed                              |     1.58
    96097 | YREKA            | Yreka                             |     0.65
    96101 | ALTURAS          | Alturas                           |     0.99
    96118 | LOYALTON         | Loyalton                          |     1.16
    96122 | PORTOLA          | Portola                           |     0.41
    96130 | SUSANVILLE       | Susanville                        |     0.89
    96134 | TULELAKE         | Tulelake                          |     2.52
    96143 | KINGS BEACH      | Kings Beach                       |     0.61
    96145 | TAHOE CITY       | Dollar Point                      |     1.98
    96145 | TAHOE CITY       | Sunnyside-Tahoe City              |     2.44
    96148 | TAHOE VISTA      | Tahoe Vista                       |     0.23
    96150 | SOUTH LAKE TAHOE | South Lake Tahoe                  |     1.53
    96161 | TRUCKEE          | Glenshire-Devonshire              |     4.52
    96161 | TRUCKEE          | Truckee                           |     1.74
(855 rows)

